1,106.91587599999999725,-6.16616300000000006
2,106.89020549999999332,-6.12912060000000025
3,106.87608389999999758,-6.17322170000000003
4,106.92086070000000575,-6.13962179999999957
5,106.81233000000000288,-6.21103000000000005
6,106.84686999999999557,-6.19718030000000031
7,106.81010000000000559,-6.17114000000000029
8,106.79520999999999731,-6.29408000000000012
9,106.83025709999999719,-6.27139079999999982
10,106.71244889999999828,-6.15297230000000006
11,106.79330649999999991,-6.23994819999999972
12,106.73490520000000004,-6.14276610000000023
13,106.77817199999999787,-6.21813699999999958
14,106.75294999999999845,-6.11178009999999983
15,106.73501000000000261,-6.18656000000000006
16,106.87227190000000121,-6.25217509999999965
17,106.90604489999999771,-6.19503140000000041
18,106.86497620000000097,-6.22059029999999957
19,106.84192899999999327,-6.2508682999999996
20,106.86250069999999823,-6.30460989999999999
