1,106.92816340000000253,-6.13487910000000003,1000000,0,650000
2,106.94849619999999391,-6.16259349999999984,1000000,0,650000
3,106.77533529999999473,-6.13067389999999968,1000000,0,650000
4,106.9030829999999952,-6.23554079999999988,1000000,0,650000
5,106.78840390000000582,-6.23466509999999996,1000000,0,650000
6,106.81314519999999391,-6.24757880000000032,1000000,0,650000
7,106.81050000000000466,-6.26206700000000005,1000000,0,650000
8,106.79995130000000358,-6.17477509999999974,1000000,0,650000
9,106.76179840000000354,-6.18100059999999996,1000000,0,650000
10,106.85844720000000052,-6.25762499999999999,1000000,0,650000
11,106.78263839999999618,-6.20285400000000031,1000000,0,650000
12,106.87986999999999682,-6.23945370000000032,1000000,0,650000
13,106.83066979999999546,-6.29137280000000043,1000000,0,650000
14,106.87864700000000084,-6.27927299999999988,1000000,0,650000
15,106.87761679999999842,-6.26776040000000023,1000000,0,650000
16,106.75923079999999743,-6.23569439999999986,1000000,0,650000
17,106.77158339999999725,-6.25946620000000031,1000000,0,650000
18,106.82089410000000385,-6.29270189999999996,1000000,0,650000
19,106.85269440000000429,-6.21532850000000003,1000000,0,650000
20,106.87704920000000186,-6.27988540000000039,1000000,0,650000
21,106.85974489999999548,-6.21455990000000025,1000000,0,650000
22,106.93631499999999335,-6.19423010000000041,1000000,0,650000
23,106.87900000000000489,-6.23756999999999984,1000000,0,650000
24,106.89216059999999686,-6.23876809999999971,1000000,0,650000
25,106.86736949999999524,-6.24000549999999965,1000000,0,650000
26,106.89159479999999292,-6.21764259999999958,1000000,0,650000
27,106.86174850000000447,-6.2139192999999997,1000000,0,650000
28,106.86304199999999298,-6.25591489999999961,1000000,0,650000
29,106.86297869999999932,-6.25771479999999958,1000000,0,650000
30,106.87600319999999954,-6.31616759999999999,1000000,0,650000
31,106.87135999999999569,-6.28472999999999971,1000000,0,650000
32,106.85185409999999706,-6.20856350000000035,1000000,0,650000
33,106.85787100000000294,-6.21094300000000032,1000000,0,650000
34,106.90243159999999989,-6.22579219999999989,1000000,0,650000
35,106.79857920000000604,-6.30634590000000017,1000000,0,650000
36,106.89936079999999663,-6.32809419999999978,1000000,0,650000
37,106.89146409999999321,-6.30937880000000018,1000000,0,650000
38,106.90773240000000044,-6.28630840000000024,1000000,0,650000
39,106.87961839999999825,-6.31764420000000015,1000000,0,650000
40,106.87223960000000034,-6.29073130000000003,1000000,0,650000
41,106.9118445999999949,-6.33731310000000025,1000000,0,650000
42,106.90308840000000146,-6.3337135,1000000,0,650000
43,106.85190129999999442,-6.18570560000000036,1000000,0,650000
44,106.87520449999999528,-6.17249300000000023,1000000,0,650000
45,106.80598500000000683,-6.19268920000000023,1000000,0,650000
46,106.84690650000000289,-6.17546769999999956,1000000,0,650000
47,106.81843000000000643,-6.17802089999999993,1000000,0,650000
48,106.86437540000000013,-6.17842360000000035,1000000,0,650000
49,106.85920079999999643,-6.19139459999999975,1000000,0,650000
50,106.7252335999999957,-6.16066610000000026,1000000,0,650000
51,106.72518759999999816,-6.14685669999999984,1000000,0,650000
52,106.7030620999999968,-6.15543960000000023,1000000,0,650000
53,106.70528190000000279,-6.16005789999999998,1000000,0,650000
54,106.92176399999999603,-6.15579579999999993,1000000,0,650000
